,MMSI,duration_max,duration_min,max_accel,min_accel,max_rot,min_rot,target
153,305885000,16644.0,72.0,1.3888888888888922e-05,-4.6296296296296135e-06,9.000000000000057,0.0,0.0
154,308015000,12785.0,732.0,8.547008547008517e-07,-1.6339869281045984e-06,2.1818181818182127,0.0,0.0
155,308121000,9072.0,1751.0,8.547008547008517e-07,-8.417508417508387e-07,1.7910447761194033,0.0,0.0
156,308371000,66181.0,512.0,4.012345679012346e-06,-5.555555555555555e-06,53.99999999999999,0.0,0.0
157,308461000,17840.0,73.0,1.7689806846433348e-06,-2.7565733672603915e-06,11.000000000000004,0.0,0.0
158,308705000,13644.0,0.0,1.1574074074074073e-05,-1.1111111111111112e-05,20.500000000000114,0.0,0.0
159,308717000,15291.0,321.0,1.388888888888889e-05,-6.944444444444419e-06,11.400000000000032,0.0,0.0
160,308871000,18060.0,350.0,2.5252525252525613e-06,-1.1737089201877961e-06,6.666666666666667,0.0,0.0
161,309168000,10243.0,0.0,1.282051282051285e-05,-1.1904761904761934e-05,6.638297872340428,0.0,0.0
162,309253000,9594.0,0.0,1.388888888888888e-06,-2.777777777777775e-06,4.950000000000003,0.0,0.0
163,309484000,1118183.0,0.0,2.7777777777777927e-06,-6.172839506172872e-06,16.91666666666668,0.0,0.0
164,309689000,1544695.0,0.0,1.5649452269170525e-06,-2.1043771043771042e-06,1.47826086956522,0.0,0.0
165,309933000,1389097.0,2843.0,2.7386541471048486e-06,-2.13675213675214e-06,9.685714285714283,0.0,0.0
166,309955000,15545.0,1680.0,7.631257631257631e-06,-7.71604938271605e-06,71.05263157894737,0.0,0.0
167,310327000,599109.0,0.0,9.25925925925939e-06,-6.944444444444461e-06,6.499999999999915,0.0,0.0
168,310361000,16119.0,0.0,1.010101010101011e-05,-5.787037037037037e-06,32.956521739130416,0.0,0.0
169,310459000,7571.0,5443.0,2.136752136752137e-06,-4.2087542087542085e-06,3.7272727272727475,0.0,0.0
170,310531000,8256.0,1283.0,2.1043771043771042e-06,-9.259259259259227e-06,22.99999999999997,0.0,0.0
171,310654000,586161.0,339.0,7.575757575757571e-06,-1.0101010101010098e-05,44.72727272727266,0.0,0.0
172,310661000,12288.0,1160.0,1.3888888888888839e-06,-8.051529790660197e-07,5.217391304347826,0.0,0.0
173,310765000,14213.0,0.0,9.107468123861534e-07,-3.968253968254025e-06,27.42857142857133,0.0,0.0
174,311000014,11126.0,0.0,2.4154589371980664e-06,-7.175925925925925e-06,17.85,0.0,0.0
175,311000103,5628.0,763.0,8.547008547008517e-07,-1.2626262626262656e-06,2.2727272727272725,0.0,0.0
176,311000144,20120.0,6640.0,1.2626262626262626e-05,-6.441223832528186e-06,75.81818181818184,0.0,0.0
177,311000316,21559.0,2770.0,3.174603174603174e-06,-3.052503052503053e-06,20.52173913043478,0.0,0.0
178,311000368,4634524.0,280.0,4.629629629629655e-06,-2.777777777777782e-06,8.249999999999998,0.0,0.0
179,311000379,13482.0,455.0,1.2437810945273588e-06,-1.2820512820512775e-06,3.9428571428571377,0.0,0.0
180,311000382,20030.0,0.0,2.7777777777777677e-06,-2.222222222222224e-06,5.100000000000008,0.0,0.0
181,311000410,10818.0,210.0,4.901960784313679e-06,-4.629629629629695e-06,19.71428571428581,0.0,0.0
182,311000413,20029.0,1770.0,2.5252525252525164e-06,-9.107468123861534e-07,3.8181818181817557,0.0,0.0
183,311000421,583887.0,0.0,2.0424836601307187e-06,-2.4005486968449905e-06,2.142857142857143,0.0,0.0
184,311000519,19360.0,6841.0,9.578544061302647e-07,-8.051529790660197e-07,3.1578947368421053,0.0,0.0
185,311000667,7788.0,500.0,1.5873015873015888e-06,-2.5252525252525313e-06,4.962962962962976,0.01113172541743907,0.0
186,311000742,35328.0,6041.0,1.1904761904761897e-06,-3.812636165577343e-06,50.842105263157904,0.0,0.0
187,311000743,4999.0,4999.0,5.910165484633548e-07,-7.122507122507161e-07,9.063829787234043,0.015686274509803866,0.0
